YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE,Diff,Upset,Matchup
2014,3,11,Dayton,82,10,Stanford,72,-1,1,11-10
2014,2,4,Michigan State,80,12,Harvard,73,8,0,12-4
2014,2,3,Iowa State,85,6,North Carolina,83,3,0,6-3
2014,2,1,Florida,61,9,Pittsburgh,45,8,0,9-1
2014,2,1,Virginia,78,8,Memphis,60,7,0,8-1
2014,2,8,Kentucky,78,1,Wichita State,76,-7,1,8-1
2014,2,1,Arizona,84,8,Gonzaga,61,7,0,8-1
2014,2,6,Baylor,85,3,Creighton,55,-3,1,6-3
2014,2,2,Michigan,79,7,Texas,65,5,0,7-2
2014,2,4,Louisville,66,5,St. Louis,51,1,0,5-4
2014,2,2,Wisconsin,85,7,Oregon,77,5,0,7-2
2014,2,4,San Diego State,63,12,North Dakota State,44,8,0,12-4
2014,2,11,Tennessee,83,14,Mercer,63,3,0,14-11
2014,2,7,Connecticut,77,2,Villanova,65,-5,1,7-2
2014,2,11,Dayton,55,3,Syracuse,53,-8,1,11-3
2014,2,10,Stanford,60,2,Kansas,57,-8,1,10-2
2014,2,4,UCLA,77,12,Stephen F. Austin,60,8,0,12-4
2014,1,2,Wisconsin,75,15,American,35,13,0,15-2
2014,1,2,Michigan,57,15,Wofford,40,13,0,15-2
2014,1,8,Memphis,71,9,George Washington,66,1,0,9-8
2014,1,8,Kentucky,56,9,Kansas State,49,1,0,9-8
2014,1,6,North Carolina,79,11,Providence,77,5,0,11-6
2014,1,4,Michigan State,93,13,Delaware,78,9,0,13-4
2014,1,4,UCLA,76,13,Tulsa,59,9,0,13-4
2014,1,1,Florida,67,16,Albany (N.Y.),55,15,0,16-1
2014,1,1,Virginia,70,16,Coastal Carolina,59,15,0,16-1
2014,1,1,Wichita State,64,16,Cal-Poly,37,15,0,16-1
2014,1,4,San Diego State,73,13,New Mexico State,69,9,0,13-4
2014,1,11,Dayton,60,6,Ohio State,59,-5,1,11-6
2014,1,12,Stephen F. Austin,77,5,Virginia Commonwealth,75,-7,1,12-5
2014,1,8,Gonzaga,85,9,Oklahoma State,77,1,0,9-8
2014,1,14,Mercer,78,3,Duke,71,-11,1,14-3
2014,1,2,Kansas,80,15,Eastern Kentucky,69,13,0,15-2
2014,1,3,Creighton,76,14,Louisiana-Lafayette,66,11,0,14-3
2014,1,1,Arizona,68,16,Weber State,59,15,0,16-1
2014,1,2,Villanova,73,15,Milwaukee,53,13,0,15-2
2014,1,12,North Dakota State,80,5,Oklahoma,75,-7,1,12-5
2014,1,6,Baylor,74,11,Nebraska,60,5,0,11-6
2014,1,3,Syracuse,77,14,Western Michigan,53,11,0,14-3
2014,1,3,Iowa State,93,14,North Carolina Central,75,11,0,14-3
2014,1,4,Louisville,71,13,Manhattan,64,9,0,13-4
2014,1,9,Pittsburgh,77,8,Colorado,48,-1,1,9-8
2014,1,7,Texas,87,10,Arizona State,85,3,0,10-7
2014,1,12,Harvard,61,5,Cincinnati,57,-7,1,12-5
2014,1,5,St. Louis,83,12,North Carolina State,80,7,0,12-5
2014,1,7,Oregon,87,10,Brigham Young,68,3,0,10-7
2014,1,11,Tennessee,86,6,Massachusetts,67,-5,1,11-6
2014,1,7,Connecticut,89,10,St. Joseph's,81,3,0,10-7
2014,1,10,Stanford,58,7,New Mexico,53,-3,1,10-7
2014,0,12,North Carolina State,74,12,Xavier,59,0,0,12-12
2014,0,11,Tennessee,78,11,Iowa,65,0,0,11-11
2014,0,16,Albany (N.Y.),71,16,Mount St. Mary's,64,0,0,16-16
2014,0,16,Cal-Poly,81,16,Texas Southern,69,0,0,16-16
2013,6,1,Louisville,82,4,Michigan,76,3,0,4-1
2013,5,4,Michigan,61,4,Syracuse,56,0,0,4-4
2013,5,1,Louisville,72,9,Wichita State,68,8,0,9-1
2013,4,4,Michigan,79,3,Florida,59,-1,1,4-3
2013,4,9,Wichita State,70,2,Ohio State,66,-7,1,9-2
2013,4,4,Syracuse,55,3,Marquette,39,-1,1,4-3
2013,4,1,Louisville,85,2,Duke,63,1,0,2-1
2013,3,2,Duke,71,3,Michigan State,61,1,0,3-2
2013,3,4,Syracuse,61,1,Indiana,50,-3,1,4-1
2013,3,3,Florida,62,15,Florida Gulf Coast,50,12,0,15-3
2013,3,9,Wichita State,72,13,La Salle,58,4,0,13-9
2013,3,4,Michigan,87,1,Kansas,85,-3,1,4-1
2013,3,2,Ohio State,73,6,Arizona,70,4,0,6-2
2013,3,3,Marquette,71,2,Miami (Fla.),61,-1,1,3-2
2013,3,1,Louisville,77,12,Oregon,69,11,0,12-1
2013,2,4,Syracuse,66,12,UC Berkeley,60,8,0,12-4
2013,2,3,Marquette,74,6,Butler,72,3,0,6-3
2013,2,3,Michigan State,70,6,Memphis,48,3,0,6-3
2013,2,1,Indiana,58,9,Temple,52,8,0,9-1
2013,2,15,Florida Gulf Coast,81,7,San Diego State,71,-8,1,15-7
2013,2,4,Michigan,78,5,Virginia Commonwealth,53,1,0,5-4
2013,2,9,Wichita State,76,1,Gonzaga,70,-8,1,9-1
2013,2,1,Kansas,70,8,North Carolina,58,7,0,8-1
2013,2,2,Duke,66,7,Creighton,50,5,0,7-2
2013,2,6,Arizona,74,14,Harvard,51,8,0,14-6
2013,2,2,Ohio State,78,10,Iowa State,75,8,0,10-2
2013,2,1,Louisville,82,8,Colorado State,56,7,0,8-1
2013,2,2,Miami (Fla.),63,7,Illinois,59,5,0,7-2
2013,2,3,Florida,78,11,Minnesota,64,8,0,11-3
2013,2,12,Oregon,74,4,St. Louis,57,-8,1,12-4
2013,2,13,La Salle,76,12,Mississippi,74,-1,1,13-12
2013,1,11,Minnesota,83,6,UCLA,63,-5,1,11-6
2013,1,8,Colorado State,84,9,Missouri,72,1,0,9-8
2013,1,12,Mississippi,57,5,Wisconsin,46,-7,1,12-5
2013,1,4,Michigan,71,13,South Dakota State,56,9,0,13-4
2013,1,6,Butler,68,11,Bucknell,56,5,0,11-6
2013,1,6,Memphis,54,11,St. Mary's (Cal.),52,5,0,11-6
2013,1,10,Iowa State,76,7,Notre Dame,58,-3,1,10-7
2013,1,8,North Carolina,78,9,Villanova,71,1,0,9-8
2013,1,3,Michigan State,65,14,Valparaiso,54,11,0,14-3
2013,1,1,Indiana,83,16,James Madison,62,15,0,16-1
2013,1,14,Harvard,68,3,New Mexico,62,-11,1,14-3
2013,1,3,Florida,79,14,Northwestern State,47,11,0,14-3
2013,1,7,San Diego State,70,10,Oklahoma,55,3,0,10-7
2013,1,2,Ohio State,95,15,Iona,70,13,0,15-2
2013,1,5,Virginia Commonwealth,88,12,Akron,42,7,0,12-5
2013,1,1,Gonzaga,64,16,Southern,58,15,0,16-1
2013,1,2,Duke,73,15,Albany (N.Y.),61,13,0,15-2
2013,1,1,Kansas,64,16,Western Kentucky,57,15,0,16-1
2013,1,7,Creighton,67,10,Cincinnati,63,3,0,10-7
2013,1,9,Wichita State,73,8,Pittsburgh,55,-1,1,9-8
2013,1,2,Miami (Fla.),78,15,Pacific,49,13,0,15-2
2013,1,6,Arizona,81,11,Belmont,64,5,0,11-6
2013,1,9,Temple,76,8,North Carolina State,72,-1,1,9-8
2013,1,3,Marquette,59,14,Davidson,58,11,0,14-3
2013,1,13,La Salle,63,4,Kansas State,61,-9,1,13-4
2013,1,4,Syracuse,81,13,Montana,34,9,0,13-4
2013,1,1,Louisville,79,16,North Carolina A&T,48,15,0,16-1
2013,1,7,Illinois,57,10,Colorado,49,3,0,10-7
2013,1,15,Florida Gulf Coast,78,2,Georgetown,68,-13,1,15-2
2013,1,12,Oregon,68,5,Oklahoma State,55,-7,1,12-5
2013,1,4,St. Louis,64,13,New Mexico State,44,9,0,13-4
2013,1,12,UC Berkeley,64,5,UNLV,61,-7,1,12-5
2013,0,16,North Carolina A&T,73,16,Liberty,72,0,0,16-16
2013,0,11,St. Mary's (Cal.),67,11,Middle Tennessee State,54,0,0,11-11
2013,0,16,James Madison,68,16,Long Island,55,0,0,16-16
2013,0,13,La Salle,80,13,Boise State,71,0,0,13-13
2012,6,1,Kentucky,67,2,Kansas,59,1,0,2-1
2012,5,1,Kentucky,69,4,Louisville,61,3,0,4-1
2012,5,2,Kansas,64,2,Ohio State,62,0,0,2-2
2012,4,1,Kentucky,82,3,Baylor,70,2,0,3-1
2012,4,2,Kansas,80,1,North Carolina,67,-1,1,2-1
2012,4,2,Ohio State,77,1,Syracuse,70,-1,1,2-1
2012,4,4,Louisville,72,7,Florida,68,3,0,7-4
2012,3,1,Kentucky,102,4,Indiana,90,3,0,4-1
2012,3,1,North Carolina,73,13,Ohio,65,12,0,13-1
2012,3,4,Louisville,57,1,Michigan State,44,-3,1,4-1
2012,3,3,Baylor,75,10,Xavier,70,7,0,10-3
2012,3,2,Kansas,60,11,North Carolina State,57,9,0,11-2
2012,3,7,Florida,68,3,Marquette,58,-4,1,7-3
2012,3,1,Syracuse,64,4,Wisconsin,63,3,0,4-1
2012,3,2,Ohio State,81,6,Cincinnati,66,4,0,6-2
2012,2,4,Wisconsin,60,5,Vanderbilt,57,1,0,5-4
2012,2,1,Kentucky,87,8,Iowa State,71,7,0,8-1
2012,2,1,North Carolina,87,8,Creighton,73,7,0,8-1
2012,2,1,Michigan State,65,9,St. Louis,61,8,0,9-1
2012,2,4,Louisville,59,5,New Mexico,56,1,0,5-4
2012,2,3,Marquette,62,6,Murray St.,53,3,0,6-3
2012,2,7,Florida,84,15,Norfolk State,50,8,0,15-7
2012,2,4,Indiana,63,12,Virginia Commonwealth,61,8,0,12-4
2012,2,2,Ohio State,73,7,Gonzaga,66,5,0,7-2
2012,2,11,North Carolina State,66,3,Georgetown,63,-8,1,11-3
2012,2,13,Ohio,62,12,South Florida,56,-1,1,13-12
2012,2,1,Syracuse,75,8,Kansas State,59,7,0,8-1
2012,2,3,Baylor,80,11,Colorado,63,8,0,11-3
2012,2,6,Cincinnati,62,3,Florida State,56,-3,1,6-3
2012,2,2,Kansas,63,10,Purdue,60,8,0,10-2
2012,2,10,Xavier,70,15,Lehigh,58,5,0,15-10
2012,1,5,Vanderbilt,79,12,Harvard,70,7,0,12-5
2012,1,4,Wisconsin,73,13,Montana,49,9,0,13-4
2012,1,13,Ohio,65,4,Michigan,60,-9,1,13-4
2012,1,9,St. Louis,61,8,Memphis,54,-1,1,9-8
2012,1,10,Xavier,67,7,Notre Dame,63,-3,1,10-7
2012,1,1,Kentucky,81,16,Western Kentucky,66,15,0,16-1
2012,1,1,North Carolina,77,16,Vermont,58,15,0,16-1
2012,1,1,Michigan State,89,16,Long Island,67,15,0,16-1
2012,1,11,Colorado,68,6,UNLV,64,-5,1,11-6
2012,1,4,Indiana,79,13,New Mexico State,66,9,0,13-4
2012,1,5,New Mexico,75,12,Long Beach State,68,7,0,12-5
2012,1,6,Murray St.,58,11,Colorado State,41,5,0,11-6
2012,1,7,Florida,71,10,Virginia,45,3,0,10-7
2012,1,12,Virginia Commonwealth,62,5,Wichita State,59,-7,1,12-5
2012,1,11,North Carolina State,79,6,San Diego State,65,-5,1,11-6
2012,1,12,South Florida,58,5,Temple,44,-7,1,12-5
2012,1,2,Ohio State,78,15,Loyola (Md.),59,13,0,15-2
2012,1,3,Florida State,66,14,St. Bonaventure,63,11,0,14-3
2012,1,7,Gonzaga,77,10,West Virginia,54,3,0,10-7
2012,1,15,Lehigh,75,2,Duke,70,-13,1,15-2
2012,1,2,Kansas,65,15,Detroit,50,13,0,15-2
2012,1,8,Creighton,58,9,Alabama,57,1,0,9-8
2012,1,10,Purdue,72,7,St. Mary's (Cal.),69,-3,1,10-7
2012,1,3,Baylor,68,14,South Dakota State,60,11,0,14-3
2012,1,3,Marquette,88,14,Brigham Young,68,11,0,14-3
2012,1,1,Syracuse,72,16,UNC Asheville,65,15,0,16-1
2012,1,8,Iowa State,77,9,Connecticut,64,1,0,9-8
2012,1,4,Louisville,69,13,Davidson,62,9,0,13-4
2012,1,8,Kansas State,70,9,Southern Mississippi,64,1,0,9-8
2012,1,15,Norfolk State,86,2,Missouri,84,-13,1,15-2
2012,1,6,Cincinnati,65,11,Texas,59,5,0,11-6
2012,1,3,Georgetown,74,14,Belmont,59,11,0,14-3
2012,0,12,South Florida,65,12,UC Berkeley,54,0,0,12-12
2012,0,14,Brigham Young,78,14,Iona,72,0,0,14-14
2012,0,16,Vermont,71,16,Lamar,59,0,0,16-16
2012,0,16,Western Kentucky,59,16,Mississippi Valley State,58,0,0,16-16
2011,6,3,Connecticut,53,8,Butler,41,5,0,8-3
2011,5,3,Connecticut,56,4,Kentucky,55,1,0,4-3
2011,5,8,Butler,70,11,Virginia Commonwealth,62,3,0,11-8
2011,4,8,Butler,74,2,Florida,71,-6,1,8-2
2011,4,4,Kentucky,76,2,North Carolina,69,-2,1,4-2
2011,4,11,Virginia Commonwealth,71,1,Kansas,61,-10,1,11-1
2011,4,3,Connecticut,65,5,Arizona,63,2,0,5-3
2011,3,8,Butler,61,4,Wisconsin,54,-4,1,8-4
2011,3,3,Connecticut,74,2,San Diego State,67,-1,1,3-2
2011,3,4,Kentucky,62,1,Ohio State,60,-3,1,4-1
2011,3,11,Virginia Commonwealth,72,10,Florida State,71,-1,1,11-10
2011,3,5,Arizona,93,1,Duke,77,-4,1,5-1
2011,3,2,Florida,83,3,Brigham Young,74,1,0,3-2
2011,3,1,Kansas,77,12,Richmond,57,11,0,12-1
2011,3,2,North Carolina,81,11,Marquette,63,9,0,11-2
2011,2,2,Florida,73,7,UCLA,65,5,0,7-2
2011,2,4,Kentucky,71,5,West Virginia,63,1,0,5-4
2011,2,2,San Diego State,71,7,Temple,64,5,0,7-2
2011,2,1,Ohio State,98,8,George Mason,66,7,0,8-1
2011,2,10,Florida State,71,2,Notre Dame,57,-8,1,10-2
2011,2,11,Virginia Commonwealth,94,3,Purdue,76,-8,1,11-3
2011,2,3,Brigham Young,89,11,Gonzaga,67,8,0,11-3
2011,2,1,Duke,73,8,Michigan,71,7,0,8-1
2011,2,1,Kansas,73,9,Illinois,59,8,0,9-1
2011,2,8,Butler,71,1,Pittsburgh,70,-7,1,8-1
2011,2,5,Arizona,70,4,Texas,69,-1,1,5-4
2011,2,11,Marquette,66,3,Syracuse,62,-8,1,11-3
2011,2,4,Wisconsin,70,5,Kansas State,65,1,0,5-4
2011,2,12,Richmond,65,13,Morehead State,48,1,0,13-12
2011,2,3,Connecticut,69,6,Cincinnati,58,3,0,6-3
2011,2,2,North Carolina,86,7,Washington,83,5,0,7-2
2011,1,7,UCLA,78,10,Michigan State,76,3,0,10-7
2011,1,12,Richmond,69,5,Vanderbilt,66,-7,1,12-5
2011,1,4,Wisconsin,72,13,Belmont,58,9,0,13-4
2011,1,5,West Virginia,84,12,Clemson,76,7,0,12-5
2011,1,8,Michigan,75,9,Tennessee,45,1,0,9-8
2011,1,8,Butler,60,9,Old Dominion,58,1,0,9-8
2011,1,10,Florida State,57,7,Texas A&M,50,-3,1,10-7
2011,1,3,Connecticut,81,14,Bucknell,52,11,0,14-3
2011,1,2,Notre Dame,69,15,Akron,56,13,0,15-2
2011,1,4,Kentucky,59,13,Princeton,57,9,0,13-4
2011,1,2,North Carolina,102,15,Long Island,87,13,0,15-2
2011,1,2,Florida,79,15,UC Santa Barbara,51,13,0,15-2
2011,1,2,San Diego State,68,15,Northern Colorado,50,13,0,15-2
2011,1,7,Temple,66,10,Penn State,64,3,0,10-7
2011,1,1,Ohio State,75,16,Texas-San Antonio,46,15,0,16-1
2011,1,1,Duke,87,16,Hampton,45,15,0,16-1
2011,1,3,Brigham Young,74,14,Wofford,66,11,0,14-3
2011,1,1,Kansas,72,16,Boston University,53,15,0,16-1
2011,1,1,Pittsburgh,74,16,UNC Asheville,51,15,0,16-1
2011,1,8,George Mason,61,9,Villanova,57,1,0,9-8
2011,1,5,Arizona,77,12,Memphis,75,7,0,12-5
2011,1,9,Illinois,73,8,UNLV,62,-1,1,9-8
2011,1,3,Syracuse,77,14,Indiana State,60,11,0,14-3
2011,1,13,Morehead State,62,4,Louisville,61,-9,1,13-4
2011,1,5,Kansas State,73,12,Utah State,68,7,0,12-5
2011,1,4,Texas,85,13,Oakland,81,9,0,13-4
2011,1,6,Cincinnati,78,11,Missouri,63,5,0,11-6
2011,1,11,Virginia Commonwealth,74,6,Georgetown,56,-5,1,11-6
2011,1,3,Purdue,65,14,St. Peter's,43,11,0,14-3
2011,1,11,Marquette,66,6,Xavier,55,-5,1,11-6
2011,1,7,Washington,68,10,Georgia,65,3,0,10-7
2011,1,11,Gonzaga,86,6,St. John's,71,-5,1,11-6
2011,0,16,UNC Asheville,81,16,Arkansas-Little Rock,77,0,0,16-16
2011,0,12,Clemson,70,12,Alabama-Birmingham,52,0,0,12-12
2011,0,11,Virginia Commonwealth,59,11,Southern California,46,0,0,11-11
2011,0,16,Texas-San Antonio,70,16,Alabama State,61,0,0,16-16
2010,6,1,Duke,61,5,Butler,59,4,0,5-1
2010,5,1,Duke,78,2,West Virginia,57,1,0,2-1
2010,5,5,Butler,52,5,Michigan State,50,0,0,5-5
2010,4,5,Butler,63,2,Kansas State,56,-3,1,5-2
2010,4,2,West Virginia,73,1,Kentucky,66,-1,1,2-1
2010,4,5,Michigan State,70,6,Tennessee,69,1,0,6-5
2010,4,1,Duke,78,3,Baylor,71,2,0,3-1
2010,3,1,Kentucky,62,12,Cornell,45,11,0,12-1
2010,3,1,Duke,70,4,Purdue,57,3,0,4-1
2010,3,3,Baylor,72,10,St. Mary's (Cal.),49,7,0,10-3
2010,3,5,Butler,63,1,Syracuse,59,-4,1,5-1
2010,3,6,Tennessee,76,2,Ohio State,73,-4,1,6-2
2010,3,5,Michigan State,59,9,Northern Iowa,52,4,0,9-5
2010,3,2,Kansas State,101,6,Xavier,96,4,0,6-2
2010,3,2,West Virginia,69,11,Washington,56,9,0,11-2
2010,2,2,West Virginia,68,10,Missouri,59,8,0,10-2
2010,2,5,Butler,54,13,Murray St.,52,8,0,13-5
2010,2,4,Purdue,63,5,Texas A&M,61,1,0,5-4
2010,2,1,Kentucky,90,9,Wake Forest,60,8,0,9-1
2010,2,5,Michigan State,85,4,Maryland,83,-1,1,5-4
2010,2,1,Duke,68,8,UC Berkeley,53,7,0,8-1
2010,2,2,Kansas State,84,7,Brigham Young,72,5,0,7-2
2010,2,9,Northern Iowa,69,1,Kansas,67,-8,1,9-1
2010,2,12,Cornell,87,4,Wisconsin,69,-8,1,12-4
2010,2,10,St. Mary's (Cal.),75,2,Villanova,68,-8,1,10-2
2010,2,1,Syracuse,87,8,Gonzaga,65,7,0,8-1
2010,2,3,Baylor,76,11,Old Dominion,68,8,0,11-3
2010,2,6,Tennessee,83,14,Ohio,68,8,0,14-6
2010,2,2,Ohio State,75,10,Georgia Tech,66,8,0,10-2
2010,2,6,Xavier,71,3,Pittsburgh,68,-3,1,6-3
2010,2,11,Washington,82,3,New Mexico,64,-8,1,11-3
2010,1,13,Murray St.,66,4,Vanderbilt,65,-9,1,13-4
2010,1,4,Wisconsin,53,13,Wofford,49,9,0,13-4
2010,1,2,West Virginia,77,15,Morgan State,50,13,0,15-2
2010,1,8,UC Berkeley,77,9,Louisville,62,1,0,9-8
2010,1,5,Butler,77,12,UTEP,59,7,0,12-5
2010,1,5,Texas A&M,69,12,Utah State,53,7,0,12-5
2010,1,11,Old Dominion,51,6,Notre Dame,50,-5,1,11-6
2010,1,1,Kentucky,100,16,East Tennessee State,71,15,0,16-1
2010,1,5,Michigan State,70,12,New Mexico State,67,7,0,12-5
2010,1,3,New Mexico,62,14,Montana,57,11,0,14-3
2010,1,12,Cornell,78,5,Temple,65,-7,1,12-5
2010,1,2,Ohio State,68,15,UC Santa Barbara,51,13,0,15-2
2010,1,8,Gonzaga,67,9,Florida State,60,1,0,9-8
2010,1,1,Duke,73,16,Arkansas-Pine Bluff,44,15,0,16-1
2010,1,7,Brigham Young,99,10,Florida,92,3,0,10-7
2010,1,1,Kansas,90,16,Lehigh,74,15,0,16-1
2010,1,3,Pittsburgh,89,14,Oakland,66,11,0,14-3
2010,1,2,Villanova,73,15,Robert Morris,70,13,0,15-2
2010,1,9,Northern Iowa,69,8,UNLV,66,-1,1,9-8
2010,1,3,Baylor,68,14,Sam Houston State,59,11,0,14-3
2010,1,11,Washington,80,6,Marquette,78,-5,1,11-6
2010,1,1,Syracuse,79,16,Vermont,56,15,0,16-1
2010,1,2,Kansas State,82,15,North Texas,62,13,0,15-2
2010,1,10,St. Mary's (Cal.),80,7,Richmond,71,-3,1,10-7
2010,1,9,Wake Forest,81,8,Texas,80,-1,1,9-8
2010,1,14,Ohio,97,3,Georgetown,83,-11,1,14-3
2010,1,6,Tennessee,62,11,San Diego State,59,5,0,11-6
2010,1,4,Purdue,72,13,Siena,64,9,0,13-4
2010,1,4,Maryland,89,13,Houston,77,9,0,13-4
2010,1,10,Georgia Tech,64,7,Oklahoma State,59,-3,1,10-7
2010,1,6,Xavier,65,11,Minnesota,54,5,0,11-6
2010,1,10,Missouri,86,7,Clemson,78,-3,1,10-7
2010,0,16,Arkansas-Pine Bluff,61,16,Winthrop,44,0,0,16-16
2009,6,1,North Carolina,89,2,Michigan State,72,1,0,2-1
2009,5,2,Michigan State,82,1,Connecticut,73,-1,1,2-1
2009,5,1,North Carolina,83,3,Villanova,69,2,0,3-1
2009,4,1,Connecticut,82,3,Missouri,75,2,0,3-1
2009,4,1,North Carolina,72,2,Oklahoma,60,1,0,2-1
2009,4,3,Villanova,78,1,Pittsburgh,76,-2,1,3-1
2009,4,2,Michigan State,64,1,Louisville,52,-1,1,2-1
2009,3,3,Missouri,102,2,Memphis,91,-1,1,3-2
2009,3,1,Connecticut,72,5,Purdue,60,4,0,5-1
2009,3,1,North Carolina,98,4,Gonzaga,77,3,0,4-1
2009,3,2,Michigan State,67,3,Kansas,62,1,0,3-2
2009,3,1,Pittsburgh,60,4,Xavier,55,3,0,4-1
2009,3,3,Villanova,77,2,Duke,54,-1,1,3-2
2009,3,2,Oklahoma,84,3,Syracuse,71,1,0,3-2
2009,3,1,Louisville,103,12,Arizona,64,11,0,12-1
2009,2,3,Villanova,89,6,UCLA,69,3,0,6-3
2009,2,4,Xavier,60,12,Wisconsin,49,8,0,12-4
2009,2,2,Oklahoma,73,10,Michigan,63,8,0,10-2
2009,2,1,Connecticut,92,9,Texas A&M,66,8,0,9-1
2009,2,1,North Carolina,84,8,LSU,70,7,0,8-1
2009,2,1,Pittsburgh,84,8,Oklahoma State,76,7,0,8-1
2009,2,3,Missouri,83,6,Marquette,79,3,0,6-3
2009,2,1,Louisville,79,9,Siena,62,8,0,9-1
2009,2,2,Duke,74,7,Texas,69,5,0,7-2
2009,2,5,Purdue,76,4,Washington,74,-1,1,5-4
2009,2,2,Memphis,89,10,Maryland,70,8,0,10-2
2009,2,2,Michigan State,74,10,Southern California,69,8,0,10-2
2009,2,3,Syracuse,78,6,Arizona State,67,3,0,6-3
2009,2,12,Arizona,71,13,Cleveland State,57,1,0,13-12
2009,2,3,Kansas,60,11,Dayton,43,8,0,11-3
2009,2,4,Gonzaga,83,12,Western Kentucky,81,8,0,12-4
2009,1,6,UCLA,65,11,Virginia Commonwealth,64,5,0,11-6
2009,1,3,Missouri,78,14,Cornell,59,11,0,14-3
2009,1,11,Dayton,68,6,West Virginia,60,-5,1,11-6
2009,1,10,Maryland,84,7,UC Berkeley,71,-3,1,10-7
2009,1,1,Connecticut,103,16,Chattanooga,47,15,0,16-1
2009,1,2,Memphis,81,15,Cal State Northridge,70,13,0,15-2
2009,1,1,North Carolina,101,16,Radford,58,15,0,16-1
2009,1,2,Michigan State,77,15,Robert Morris,62,13,0,15-2
2009,1,9,Siena,74,8,Ohio State,72,-1,1,9-8
2009,1,12,Wisconsin,61,5,Florida State,59,-7,1,12-5
2009,1,4,Gonzaga,77,13,Akron,64,9,0,13-4
2009,1,2,Duke,86,15,Binghamton,62,13,0,15-2
2009,1,9,Texas A&M,79,8,Brigham Young,66,-1,1,9-8
2009,1,3,Kansas,84,14,North Dakota State,74,11,0,14-3
2009,1,1,Pittsburgh,72,16,East Tennessee State,62,15,0,16-1
2009,1,4,Xavier,77,13,Portland State,59,9,0,13-4
2009,1,3,Villanova,80,14,American,67,11,0,14-3
2009,1,6,Marquette,58,11,Utah State,57,5,0,11-6
2009,1,12,Western Kentucky,76,5,Illinois,72,-7,1,12-5
2009,1,3,Syracuse,59,14,Stephen F. Austin,44,11,0,14-3
2009,1,1,Louisville,74,16,Morehead State,54,15,0,16-1
2009,1,7,Texas,76,10,Minnesota,62,3,0,10-7
2009,1,5,Purdue,61,12,Northern Iowa,56,7,0,12-5
2009,1,8,Oklahoma State,77,9,Tennessee,75,1,0,9-8
2009,1,13,Cleveland State,84,4,Wake Forest,69,-9,1,13-4
2009,1,4,Washington,71,13,Mississippi State,58,9,0,13-4
2009,1,10,Michigan,62,7,Clemson,59,-3,1,10-7
2009,1,12,Arizona,84,5,Utah,71,-7,1,12-5
2009,1,10,Southern California,72,7,Boston College,55,-3,1,10-7
2009,1,2,Oklahoma,82,15,Morgan State,54,13,0,15-2
2009,1,6,Arizona State,66,11,Temple,57,5,0,11-6
2009,1,8,LSU,75,9,Butler,71,1,0,9-8
2009,0,16,Morehead State,58,16,Alabama State,43,0,0,16-16
2008,6,1,Kansas,75,1,Memphis,68,0,0,1-1
2008,5,1,Memphis,78,1,UCLA,63,0,0,1-1
2008,5,1,Kansas,84,1,North Carolina,66,0,0,1-1
2008,4,1,UCLA,76,3,Xavier,57,2,0,3-1
2008,4,1,Memphis,85,2,Texas,67,1,0,2-1
2008,4,1,North Carolina,83,3,Louisville,73,2,0,3-1
2008,4,1,Kansas,59,10,Davidson,57,9,0,10-1
2008,3,1,UCLA,88,12,Western Kentucky,78,11,0,12-1
2008,3,10,Davidson,73,3,Wisconsin,56,-7,1,10-3
2008,3,1,Memphis,92,5,Michigan State,74,4,0,5-1
2008,3,1,North Carolina,68,4,Washington State,47,3,0,4-1
2008,3,1,Kansas,72,12,Villanova,57,11,0,12-1
2008,3,3,Xavier,79,7,West Virginia,75,4,0,7-3
2008,3,3,Louisville,79,2,Tennessee,60,-1,1,3-2
2008,3,2,Texas,82,3,Stanford,62,1,0,3-2
2008,2,1,UCLA,51,9,Texas A&M,49,8,0,9-1
2008,2,7,West Virginia,73,2,Duke,67,-5,1,7-2
2008,2,2,Tennessee,76,7,Butler,71,5,0,7-2
2008,2,4,Washington State,61,5,Notre Dame,41,1,0,5-4
2008,2,1,Memphis,77,8,Mississippi State,74,7,0,8-1
2008,2,1,North Carolina,108,9,Arkansas,77,8,0,9-1
2008,2,5,Michigan State,65,4,Pittsburgh,54,-1,1,5-4
2008,2,3,Stanford,82,6,Marquette,81,3,0,6-3
2008,2,1,Kansas,75,8,UNLV,56,7,0,8-1
2008,2,10,Davidson,74,2,Georgetown,70,-8,1,10-2
2008,2,12,Villanova,84,13,Siena,72,1,0,13-12
2008,2,3,Wisconsin,72,11,Kansas State,55,8,0,11-3
2008,2,2,Texas,75,7,Miami (Fla.),72,5,0,7-2
2008,2,3,Xavier,85,6,Purdue,78,3,0,6-3
2008,2,3,Louisville,78,6,Oklahoma,48,3,0,6-3
2008,2,12,Western Kentucky,72,13,San Diego,63,1,0,13-12
2008,1,1,UCLA,70,16,Mississippi Valley State,29,15,0,16-1
2008,1,13,Siena,83,4,Vanderbilt,62,-9,1,13-4
2008,1,3,Wisconsin,71,14,Cal State Fullerton,56,11,0,14-3
2008,1,7,West Virginia,75,10,Arizona,65,3,0,10-7
2008,1,7,Butler,81,10,South Alabama,61,3,0,10-7
2008,1,13,San Diego,70,4,Connecticut,69,-9,1,13-4
2008,1,5,Notre Dame,68,12,George Mason,50,7,0,12-5
