YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE,Diff,Upset,Matchup
2001,3,3,Maryland,76,10,Georgetown,66,7,0,10-3
2001,3,11,Temple,84,7,Penn State,72,-4,1,11-7
2001,3,6,Southern California,80,2,Kentucky,76,-4,1,6-2
2001,3,2,Arizona,66,3,Mississippi,56,1,0,3-2
2001,2,5,Cincinnati,66,13,Kent State,43,8,0,13-5
2001,2,1,Stanford,90,9,St. Joseph's,83,8,0,9-1
2001,2,3,Mississippi,59,6,Notre Dame,56,3,0,6-3
2001,2,1,Michigan State,81,9,Fresno State,65,8,0,9-1
2001,2,2,Kentucky,92,7,Iowa,79,5,0,7-2
2001,2,2,Arizona,73,10,Butler,52,8,0,10-2
2001,2,12,Gonzaga,85,13,Indiana State,68,1,0,13-12
2001,2,1,Duke,94,9,Missouri,81,8,0,9-1
2001,2,1,Illinois,79,9,Charlotte,61,8,0,9-1
2001,2,4,Kansas,87,5,Syracuse,58,1,0,5-4
2001,2,4,UCLA,75,12,Utah State,50,8,0,12-4
2001,2,11,Temple,75,3,Florida,54,-8,1,11-3
2001,2,3,Maryland,79,11,Georgia State,60,8,0,11-3
2001,2,7,Penn State,82,2,North Carolina,74,-5,1,7-2
2001,2,6,Southern California,74,3,Boston College,71,-3,1,6-3
2001,2,10,Georgetown,76,15,Hampton,57,5,0,15-10
2001,1,15,Hampton,58,2,Iowa State,57,-13,1,15-2
2001,1,5,Cincinnati,84,12,Brigham Young,59,7,0,12-5
2001,1,1,Stanford,89,16,UNC Greensboro,60,15,0,16-1
2001,1,6,Notre Dame,83,11,Xavier,71,5,0,11-6
2001,1,4,Kansas,99,13,Cal State Northridge,75,9,0,13-4
2001,1,1,Michigan State,69,16,Alabama State,35,15,0,16-1
2001,1,7,Iowa,69,10,Creighton,56,3,0,10-7
2001,1,3,Florida,69,14,Western Kentucky,56,11,0,14-3
2001,1,13,Kent State,77,4,Indiana,73,-9,1,13-4
2001,1,1,Duke,95,16,Monmouth,52,15,0,16-1
2001,1,1,Illinois,96,16,Northwestern State,54,15,0,16-1
2001,1,5,Syracuse,79,12,Hawaii,69,7,0,12-5
2001,1,11,Temple,79,6,Texas,65,-5,1,11-6
2001,1,3,Maryland,83,14,George Mason,80,11,0,14-3
2001,1,9,St. Joseph's,66,8,Georgia Tech,62,-1,1,9-8
2001,1,2,Kentucky,72,15,Holy Cross,68,13,0,15-2
2001,1,9,Missouri,70,8,Georgia,68,-1,1,9-8
2001,1,10,Georgetown,63,7,Arkansas,61,-3,1,10-7
2001,1,2,Arizona,101,15,Eastern Illinois,76,13,0,15-2
2001,1,12,Gonzaga,86,5,Virginia,85,-7,1,12-5
2001,1,9,Fresno State,82,8,UC Berkeley,70,-1,1,9-8
2001,1,12,Utah State,77,5,Ohio State,68,-7,1,12-5
2001,1,10,Butler,79,7,Wake Forest,63,-3,1,10-7
2001,1,3,Boston College,68,14,Southern Utah,65,11,0,14-3
2001,1,13,Indiana State,70,4,Oklahoma,68,-9,1,13-4
2001,1,9,Charlotte,70,8,Tennessee,63,-1,1,9-8
2001,1,7,Penn State,69,10,Providence,59,3,0,10-7
2001,1,6,Southern California,69,11,Oklahoma State,54,5,0,11-6
2001,1,4,UCLA,61,13,Hofstra,48,9,0,13-4
2001,1,3,Mississippi,72,14,Iona,70,11,0,14-3
2001,1,2,North Carolina,70,15,Princeton,48,13,0,15-2
2001,1,11,Georgia State,50,6,Wisconsin,49,-5,1,11-6
2001,0,16,Northwestern State,71,16,Winthrop,67,0,0,16-16
2000,6,1,Michigan State,89,5,Florida,76,4,0,5-1
2000,5,5,Florida,71,8,North Carolina,59,3,0,8-5
2000,5,1,Michigan State,53,8,Wisconsin,41,7,0,8-1
2000,4,1,Michigan State,75,2,Iowa State,64,1,0,2-1
2000,4,5,Florida,77,3,Oklahoma State,65,-2,1,5-3
2000,4,8,Wisconsin,64,6,Purdue,60,-2,1,8-6
2000,4,8,North Carolina,59,7,Tulsa,55,-1,1,8-7
2000,3,1,Michigan State,75,4,Syracuse,58,3,0,4-1
2000,3,7,Tulsa,80,6,Miami (Fla.),71,-1,1,7-6
2000,3,5,Florida,87,1,Duke,78,-4,1,5-1
2000,3,6,Purdue,75,10,Gonzaga,66,4,0,10-6
2000,3,3,Oklahoma State,68,10,Seton Hall,66,7,0,10-3
2000,3,8,Wisconsin,61,4,LSU,48,-4,1,8-4
2000,3,2,Iowa State,80,6,UCLA,56,4,0,6-2
2000,3,8,North Carolina,74,4,Tennessee,69,-4,1,8-4
2000,2,10,Seton Hall,67,2,Temple,65,-8,1,10-2
2000,2,8,North Carolina,60,1,Stanford,53,-7,1,8-1
2000,2,4,Tennessee,65,5,Connecticut,61,1,0,5-4
2000,2,1,Michigan State,73,8,Utah,61,7,0,8-1
2000,2,5,Florida,93,4,Illinois,76,-1,1,5-4
2000,2,6,Miami (Fla.),75,3,Ohio State,62,-3,1,6-3
2000,2,10,Gonzaga,82,2,St. John's,76,-8,1,10-2
2000,2,1,Duke,69,8,Kansas,64,7,0,8-1
2000,2,7,Tulsa,69,2,Cincinnati,61,-5,1,7-2
2000,2,4,LSU,72,5,Texas,67,1,0,5-4
2000,2,4,Syracuse,52,5,Kentucky,50,1,0,5-4
2000,2,6,Purdue,66,3,Oklahoma,62,-3,1,6-3
2000,2,8,Wisconsin,66,1,Arizona,59,-7,1,8-1
2000,2,2,Iowa State,79,7,Auburn,60,5,0,7-2
2000,2,6,UCLA,105,3,Maryland,70,-3,1,6-3
2000,2,3,Oklahoma State,75,11,Pepperdine,67,8,0,11-3
2000,1,2,Iowa State,88,15,Central Connecticut State,78,13,0,15-2
2000,1,2,Cincinnati,64,15,UNC Wilmington,47,13,0,15-2
2000,1,1,Stanford,84,16,South Carolina State,65,15,0,16-1
2000,1,5,Connecticut,75,12,Utah State,67,7,0,12-5
2000,1,8,Kansas,81,9,DePaul,77,1,0,9-8
2000,1,1,Michigan State,61,16,Valparaiso,56,15,0,16-1
2000,1,5,Florida,69,12,Butler,68,7,0,12-5
2000,1,6,Miami (Fla.),75,11,Arkansas,71,5,0,11-6
2000,1,1,Duke,85,16,Lamar,55,15,0,16-1
2000,1,7,Tulsa,89,10,UNLV,62,3,0,10-7
2000,1,4,Illinois,68,13,Penn,58,9,0,13-4
2000,1,4,Syracuse,79,13,Samford,65,9,0,13-4
2000,1,5,Texas,77,12,Indiana State,61,7,0,12-5
2000,1,3,Maryland,74,14,Iona,59,11,0,14-3
2000,1,5,Kentucky,85,12,St. Bonaventure,80,7,0,12-5
2000,1,6,Purdue,62,11,Dayton,61,5,0,11-6
2000,1,2,Temple,73,15,Lafayette,47,13,0,15-2
2000,1,1,Arizona,71,16,Jackson State,47,15,0,16-1
2000,1,3,Oklahoma State,86,14,Hofstra,66,11,0,14-3
2000,1,10,Gonzaga,77,7,Louisville,66,-3,1,10-7
2000,1,11,Pepperdine,77,6,Indiana,57,-5,1,11-6
2000,1,7,Auburn,72,10,Creighton,69,3,0,10-7
2000,1,2,St. John's,61,15,Northern Arizona,56,13,0,15-2
2000,1,8,Utah,48,9,St. Louis,45,1,0,9-8
2000,1,3,Ohio State,87,14,Appalachian State,61,11,0,14-3
2000,1,8,Wisconsin,66,9,Fresno State,56,1,0,9-8
2000,1,3,Oklahoma,74,14,Winthrop,60,11,0,14-3
2000,1,4,Tennessee,63,13,Louisiana-Lafayette,58,9,0,13-4
2000,1,10,Seton Hall,72,7,Oregon,71,-3,1,10-7
2000,1,6,UCLA,79,11,Ball State,65,5,0,11-6
2000,1,8,North Carolina,84,9,Missouri,70,1,0,9-8
2000,1,4,LSU,64,13,Southeast Missouri State,61,9,0,13-4
1999,6,1,Connecticut,77,1,Duke,74,0,0,1-1
1999,5,1,Duke,68,1,Michigan State,62,0,0,1-1
1999,5,1,Connecticut,64,4,Ohio State,58,3,0,4-1
1999,4,1,Connecticut,67,10,Gonzaga,62,9,0,10-1
1999,4,1,Michigan State,73,3,Kentucky,66,2,0,3-1
1999,4,1,Duke,85,6,Temple,64,5,0,6-1
1999,4,4,Ohio State,77,3,St. John's,74,-1,1,4-3
1999,3,1,Connecticut,78,5,Iowa,68,4,0,5-1
1999,3,1,Michigan State,54,13,Oklahoma,46,12,0,13-1
1999,3,10,Gonzaga,73,6,Florida,72,-4,1,10-6
1999,3,1,Duke,78,12,Missouri State,61,11,0,12-1
1999,3,3,Kentucky,58,10,Miami (Ohio),43,7,0,10-3
1999,3,6,Temple,77,10,Purdue,55,4,0,10-6
1999,3,4,Ohio State,72,1,Auburn,64,-3,1,4-1
1999,3,3,St. John's,76,2,Maryland,62,-1,1,3-2
1999,2,1,Connecticut,78,9,New Mexico,56,8,0,9-1
1999,2,3,Kentucky,92,6,Kansas,88,3,0,6-3
1999,2,1,Michigan State,74,9,Mississippi,66,8,0,9-1
1999,2,12,Missouri State,81,4,Tennessee,51,-8,1,12-4
1999,2,6,Florida,82,14,Weber State,74,8,0,14-6
1999,2,1,Duke,97,9,Tulsa,56,8,0,9-1
1999,2,10,Gonzaga,82,2,Stanford,74,-8,1,10-2
1999,2,10,Purdue,73,2,Miami (Fla.),63,-8,1,10-2
1999,2,6,Temple,64,3,Cincinnati,54,-3,1,6-3
1999,2,3,St. John's,86,6,Indiana,61,3,0,6-3
1999,2,10,Miami (Ohio),66,2,Utah,58,-8,1,10-2
1999,2,1,Auburn,81,9,Oklahoma State,74,8,0,9-1
1999,2,5,Iowa,82,4,Arkansas,72,-1,1,5-4
1999,2,2,Maryland,75,10,Creighton,63,8,0,10-2
1999,2,4,Ohio State,75,12,Detroit,44,8,0,12-4
1999,2,13,Oklahoma,85,5,Charlotte,72,-8,1,13-5
1999,1,3,Cincinnati,72,14,George Mason,48,11,0,14-3
1999,1,2,Stanford,69,15,Alcorn State,57,13,0,15-2
1999,1,1,Connecticut,91,16,Texas-San Antonio,66,15,0,16-1
1999,1,6,Kansas,95,11,Evansville,74,5,0,11-6
1999,1,1,Michigan State,76,16,Mount St. Mary's,53,15,0,16-1
1999,1,6,Florida,75,11,Penn,61,5,0,11-6
1999,1,2,Miami (Fla.),75,15,Lafayette,54,13,0,15-2
1999,1,1,Duke,99,16,Florida A&M,58,15,0,16-1
1999,1,9,Oklahoma State,69,8,Syracuse,61,-1,1,9-8
1999,1,10,Purdue,58,7,Texas,54,-3,1,10-7
1999,1,2,Maryland,82,15,Valparaiso,60,13,0,15-2
1999,1,3,Kentucky,82,14,New Mexico State,60,11,0,14-3
1999,1,6,Temple,61,11,Kent State,54,5,0,11-6
1999,1,4,Arkansas,94,13,Siena,80,9,0,13-4
1999,1,13,Oklahoma,61,4,Arizona,60,-9,1,13-4
1999,1,10,Creighton,62,7,Louisville,58,-3,1,10-7
1999,1,9,New Mexico,61,8,Missouri,59,-1,1,9-8
1999,1,10,Gonzaga,75,7,Minnesota,63,-3,1,10-7
1999,1,6,Indiana,108,11,George Washington,88,5,0,11-6
1999,1,1,Auburn,80,16,Winthrop,41,15,0,16-1
1999,1,5,Iowa,77,12,Alabama-Birmingham,64,7,0,12-5
1999,1,3,St. John's,69,14,Samford,43,11,0,14-3
1999,1,2,Utah,80,15,Arkansas State,58,13,0,15-2
1999,1,4,Ohio State,72,13,Murray St.,58,9,0,13-4
1999,1,10,Miami (Ohio),59,7,Washington,58,-3,1,10-7
1999,1,12,Missouri State,43,5,Wisconsin,32,-7,1,12-5
1999,1,9,Tulsa,62,8,College of Charleston,53,-1,1,9-8
1999,1,9,Mississippi,72,8,Villanova,70,-1,1,9-8
1999,1,4,Tennessee,62,13,Delaware,52,9,0,13-4
1999,1,12,Detroit,56,5,UCLA,53,-7,1,12-5
1999,1,14,Weber State,76,3,North Carolina,74,-11,1,14-3
1999,1,5,Charlotte,81,12,Rhode Island,70,7,0,12-5
1998,6,2,Kentucky,78,3,Utah,69,1,0,3-2
1998,5,2,Kentucky,86,3,Stanford,85,1,0,3-2
1998,5,3,Utah,65,1,North Carolina,59,-2,1,3-1
1998,4,2,Kentucky,86,1,Duke,84,-1,1,2-1
1998,4,3,Stanford,79,8,Rhode Island,77,5,0,8-3
1998,4,3,Utah,76,1,Arizona,51,-2,1,3-1
1998,4,1,North Carolina,75,2,Connecticut,64,1,0,2-1
1998,3,3,Stanford,67,2,Purdue,59,-1,1,3-2
1998,3,1,Duke,80,5,Syracuse,67,4,0,5-1
1998,3,8,Rhode Island,74,13,Valparaiso,68,5,0,13-8
1998,3,1,Arizona,87,4,Maryland,79,3,0,4-1
1998,3,3,Utah,65,10,West Virginia,62,7,0,10-3
1998,3,2,Connecticut,75,11,Washington,74,9,0,11-2
1998,3,2,Kentucky,94,6,UCLA,68,4,0,6-2
1998,3,1,North Carolina,73,4,Michigan State,58,3,0,4-1
1998,2,8,Rhode Island,80,1,Kansas,75,-7,1,8-1
1998,2,1,Duke,79,8,Oklahoma State,73,7,0,8-1
1998,2,4,Maryland,67,5,Illinois,61,1,0,5-4
1998,2,5,Syracuse,56,4,New Mexico,46,-1,1,5-4
1998,2,3,Utah,75,6,Arkansas,69,3,0,6-3
1998,2,1,Arizona,82,9,Illinois State,49,8,0,9-1
1998,2,3,Stanford,83,11,Western Michigan,65,8,0,11-3
1998,2,10,West Virginia,75,2,Cincinnati,74,-8,1,10-2
1998,2,2,Connecticut,78,7,Indiana,61,5,0,7-2
1998,2,2,Kentucky,88,10,St. Louis,61,8,0,10-2
1998,2,11,Washington,81,14,Richmond,66,3,0,14-11
1998,2,13,Valparaiso,83,12,Florida State,77,-1,1,13-12
1998,2,6,UCLA,85,3,Michigan,82,-3,1,6-3
1998,2,4,Michigan State,63,5,Princeton,51,1,0,5-4
1998,2,2,Purdue,80,10,Detroit,65,8,0,10-2
1998,2,1,North Carolina,93,8,Charlotte,83,7,0,8-1
1998,1,2,Cincinnati,65,15,Northern Arizona,62,13,0,15-2
1998,1,3,Stanford,67,14,College of Charleston,57,11,0,14-3
1998,1,2,Connecticut,93,15,Fairleigh Dickinson,85,13,0,15-2
1998,1,1,Kansas,110,16,Prairie View,52,15,0,16-1
1998,1,4,Michigan State,83,13,Eastern Michigan,71,9,0,13-4
1998,1,1,Duke,99,16,Radford,63,15,0,16-1
1998,1,5,Illinois,64,12,South Alabama,51,7,0,12-5
1998,1,5,Syracuse,63,12,Iona,61,7,0,12-5
1998,1,11,Western Michigan,75,6,Clemson,72,-5,1,11-6
1998,1,4,Maryland,82,13,Utah State,68,9,0,13-4
1998,1,2,Kentucky,82,15,South Carolina State,67,13,0,15-2
1998,1,8,Rhode Island,97,9,Murray St.,74,1,0,9-8
1998,1,2,Purdue,95,15,Delaware,56,13,0,15-2
1998,1,4,New Mexico,79,13,Butler,62,9,0,13-4
1998,1,10,West Virginia,82,7,Temple,52,-3,1,10-7
1998,1,6,Arkansas,74,11,Nebraska,65,5,0,11-6
1998,1,1,Arizona,99,16,Nicholls State,60,15,0,16-1
1998,1,8,Oklahoma State,74,9,George Washington,59,1,0,9-8
1998,1,12,Florida State,96,5,TCU,87,-7,1,12-5
1998,1,7,Indiana,94,10,Oklahoma,87,3,0,10-7
1998,1,14,Richmond,62,3,South Carolina,61,-11,1,14-3
1998,1,3,Utah,85,14,San Francisco,68,11,0,14-3
1998,1,10,Detroit,66,7,St. John's,64,-3,1,10-7
1998,1,11,Washington,69,6,Xavier,68,-5,1,11-6
1998,1,9,Illinois State,82,8,Tennessee,81,-1,1,9-8
1998,1,6,UCLA,65,11,Miami (Fla.),62,5,0,11-6
1998,1,8,Charlotte,77,9,Illinois-Chicago,62,1,0,9-8
1998,1,10,St. Louis,51,7,Massachusetts,46,-3,1,10-7
1998,1,13,Valparaiso,70,4,Mississippi,69,-9,1,13-4
1998,1,5,Princeton,69,12,UNLV,57,7,0,12-5
1998,1,3,Michigan,80,14,Davidson,61,11,0,14-3
1998,1,1,North Carolina,88,16,Navy,52,15,0,16-1
1997,6,4,Arizona,84,1,Kentucky,79,-3,1,4-1
1997,5,1,Kentucky,78,1,Minnesota,69,0,0,1-1
1997,5,4,Arizona,66,1,North Carolina,58,-3,1,4-1
1997,4,1,Kentucky,72,2,Utah,59,1,0,2-1
1997,4,4,Arizona,96,10,Providence,92,6,0,10-4
1997,4,1,North Carolina,97,6,Louisville,74,5,0,6-1
1997,4,1,Minnesota,80,2,UCLA,72,1,0,2-1
1997,3,2,Utah,82,6,Stanford,77,4,0,6-2
1997,3,4,Arizona,85,1,Kansas,82,-3,1,4-1
1997,3,1,Kentucky,83,4,St. Joseph's,68,3,0,4-1
1997,3,1,North Carolina,63,5,UC Berkeley,57,4,0,5-1
1997,3,6,Louisville,78,10,Texas,63,4,0,10-6
1997,3,1,Minnesota,90,4,Clemson,84,3,0,4-1
1997,3,10,Providence,71,14,Chattanooga,65,4,0,14-10
1997,3,2,UCLA,74,6,Iowa State,73,4,0,6-2
1997,2,6,Stanford,72,3,Wake Forest,66,-3,1,6-3
1997,2,1,Kansas,75,8,Purdue,61,7,0,8-1
1997,2,14,Chattanooga,75,6,Illinois,63,-8,1,14-6
1997,2,1,Kentucky,75,8,Iowa,69,7,0,8-1
1997,2,10,Texas,82,15,Coppin State,81,5,0,15-10
1997,2,1,North Carolina,73,9,Colorado,56,8,0,9-1
1997,2,6,Louisville,64,3,New Mexico,63,-3,1,6-3
1997,2,1,Minnesota,76,9,Temple,57,8,0,9-1
1997,2,10,Providence,98,2,Duke,87,-8,1,10-2
1997,2,5,UC Berkeley,75,4,Villanova,68,-1,1,5-4
1997,2,4,St. Joseph's,81,5,Boston College,77,1,0,5-4
1997,2,6,Iowa State,67,3,Cincinnati,66,-3,1,6-3
1997,2,4,Arizona,73,12,College of Charleston,69,8,0,12-4
1997,2,2,UCLA,96,7,Xavier,83,5,0,7-2
1997,2,4,Clemson,65,5,Tulsa,59,1,0,5-4
1997,2,2,Utah,77,7,Charlotte,58,5,0,7-2
1997,1,3,Cincinnati,86,14,Butler,69,11,0,14-3
1997,1,6,Stanford,80,11,Oklahoma,67,5,0,11-6
1997,1,1,Kansas,78,16,Jackson State,64,15,0,16-1
1997,1,2,Duke,71,15,Murray St.,68,13,0,15-2
1997,1,6,Illinois,90,11,Southern California,77,5,0,11-6
1997,1,1,Kentucky,92,16,Montana,54,15,0,16-1
1997,1,4,Clemson,68,13,Miami (Ohio),56,9,0,13-4
1997,1,12,College of Charleston,75,5,Maryland,66,-7,1,12-5
1997,1,14,Chattanooga,73,3,Georgia,70,-11,1,14-3
1997,1,8,Purdue,83,9,Rhode Island,76,1,0,9-8
1997,1,3,New Mexico,59,14,Old Dominion,55,11,0,14-3
1997,1,4,Arizona,65,13,South Alabama,57,9,0,13-4
1997,1,1,North Carolina,82,16,Fairfield,74,15,0,16-1
1997,1,6,Louisville,65,11,Massachusetts,57,5,0,11-6
1997,1,1,Minnesota,78,16,Texas State,46,15,0,16-1
1997,1,9,Colorado,80,8,Indiana,62,-1,1,9-8
1997,1,8,Iowa,73,9,Virginia,60,1,0,9-8
1997,1,15,Coppin State,78,2,South Carolina,65,-13,1,15-2
1997,1,5,UC Berkeley,55,12,Princeton,52,7,0,12-5
1997,1,2,Utah,75,15,Navy,61,13,0,15-2
1997,1,10,Providence,81,7,Marquette,59,-3,1,10-7
1997,1,5,Boston College,73,12,Valparaiso,66,7,0,12-5
1997,1,6,Iowa State,69,11,Illinois State,57,5,0,11-6
1997,1,3,Wake Forest,68,14,St. Mary's (Cal.),46,11,0,14-3
1997,1,10,Texas,71,7,Wisconsin,58,-3,1,10-7
1997,1,7,Xavier,80,10,Vanderbilt,68,3,0,10-7
1997,1,4,Villanova,101,13,Long Island,91,9,0,13-4
1997,1,5,Tulsa,81,12,Boston University,52,7,0,12-5
1997,1,4,St. Joseph's,75,13,Pacific,65,9,0,13-4
1997,1,2,UCLA,109,15,Charleston Southern,75,13,0,15-2
1997,1,7,Charlotte,79,10,Georgetown,67,3,0,10-7
1997,1,9,Temple,62,8,Mississippi,40,-1,1,9-8
1996,6,1,Kentucky,76,4,Syracuse,67,3,0,4-1
1996,5,1,Kentucky,81,1,Massachusetts,74,0,0,1-1
1996,5,4,Syracuse,77,5,Mississippi State,69,1,0,5-4
1996,4,1,Massachusetts,86,2,Georgetown,62,1,0,2-1
1996,4,4,Syracuse,60,2,Kansas,57,-2,1,4-2
1996,4,1,Kentucky,83,2,Wake Forest,63,1,0,2-1
1996,4,5,Mississippi State,73,2,Cincinnati,63,-3,1,5-2
1996,3,5,Mississippi State,60,1,Connecticut,55,-4,1,5-1
1996,3,1,Massachusetts,79,12,Arkansas,63,11,0,12-1
1996,3,1,Kentucky,101,4,Utah,70,3,0,4-1
1996,3,4,Syracuse,83,8,Georgia,81,4,0,8-4
1996,3,2,Kansas,83,3,Arizona,80,1,0,3-2
1996,3,2,Cincinnati,87,3,Georgia Tech,70,1,0,3-2
1996,3,2,Wake Forest,60,6,Louisville,59,4,0,6-2
1996,3,2,Georgetown,98,3,Texas Tech,90,1,0,3-2
1996,2,1,Connecticut,95,9,Eastern Michigan,81,8,0,9-1
1996,2,1,Massachusetts,79,9,Stanford,74,8,0,9-1
1996,2,1,Kentucky,84,9,Virginia Tech,60,8,0,9-1
1996,2,2,Wake Forest,65,10,Texas,62,8,0,10-2
1996,2,8,Georgia,76,1,Purdue,69,-7,1,8-1
1996,2,2,Georgetown,73,7,New Mexico,62,5,0,7-2
1996,2,2,Cincinnati,78,7,Temple,65,5,0,7-2
1996,2,12,Arkansas,65,4,Marquette,56,-8,1,12-4
1996,2,3,Texas Tech,92,6,North Carolina,73,3,0,6-3
1996,2,6,Louisville,68,3,Villanova,64,-3,1,6-3
1996,2,3,Arizona,87,6,Iowa,73,3,0,6-3
1996,2,3,Georgia Tech,103,11,Boston College,89,8,0,11-3
1996,2,5,Mississippi State,63,13,Princeton,41,8,0,13-5
1996,2,4,Utah,73,5,Iowa State,67,1,0,5-4
1996,2,2,Kansas,76,10,Santa Clara,51,8,0,10-2
1996,2,4,Syracuse,69,12,Drexel,58,8,0,12-4
1996,1,2,Cincinnati,66,15,UNC Greensboro,61,13,0,15-2
1996,1,1,Connecticut,68,16,Colgate,59,15,0,16-1
1996,1,1,Massachusetts,92,16,Central Florida,70,15,0,16-1
1996,1,2,Kansas,92,15,South Carolina State,54,13,0,15-2
1996,1,10,Texas,80,7,Michigan,76,-3,1,10-7
1996,1,9,Eastern Michigan,58,8,Duke,51,-1,1,9-8
1996,1,4,Syracuse,88,13,Montana State,55,9,0,13-4
1996,1,1,Kentucky,110,16,San Jose State,72,15,0,16-1
1996,1,10,Santa Clara,91,7,Maryland,79,-3,1,10-7
1996,1,8,Georgia,81,9,Clemson,74,1,0,9-8
1996,1,13,Princeton,43,4,UCLA,41,-9,1,13-4
1996,1,1,Purdue,73,16,Western Carolina,71,15,0,16-1
1996,1,7,New Mexico,69,10,Kansas State,48,3,0,10-7
1996,1,7,Temple,61,10,Oklahoma,43,3,0,10-7
1996,1,3,Arizona,90,14,Valparaiso,51,11,0,14-3
1996,1,2,Georgetown,93,15,Mississippi Valley State,56,13,0,15-2
1996,1,3,Georgia Tech,90,14,Austin Peay,79,11,0,14-3
1996,1,6,North Carolina,83,11,New Orleans,62,5,0,11-6
1996,1,6,Louisville,82,11,Tulsa,80,5,0,11-6
1996,1,11,Boston College,64,6,Indiana,51,-5,1,11-6
1996,1,6,Iowa,81,11,George Washington,79,5,0,11-6
1996,1,12,Drexel,75,5,Memphis,63,-7,1,12-5
1996,1,4,Utah,72,13,Canisius,43,9,0,13-4
1996,1,4,Marquette,68,13,Monmouth,44,9,0,13-4
1996,1,5,Mississippi State,58,12,Virginia Commonwealth,51,7,0,12-5
1996,1,5,Iowa State,74,12,UC Berkeley,64,7,0,12-5
1996,1,9,Stanford,66,8,Bradley,58,-1,1,9-8
1996,1,2,Wake Forest,62,15,Louisiana-Monroe,50,13,0,15-2
1996,1,3,Texas Tech,74,14,Northern Illinois,73,11,0,14-3
1996,1,3,Villanova,92,14,Portland,58,11,0,14-3
1996,1,9,Virginia Tech,61,8,Green Bay,48,-1,1,9-8
1996,1,12,Arkansas,86,5,Penn State,80,-7,1,12-5
1995,6,1,UCLA,89,2,Arkansas,78,1,0,2-1
1995,5,2,Arkansas,75,2,North Carolina,68,0,0,2-2
1995,5,1,UCLA,74,4,Oklahoma State,61,3,0,4-1
1995,4,2,North Carolina,74,1,Kentucky,61,-1,1,2-1
1995,4,1,UCLA,102,2,Connecticut,96,1,0,2-1
1995,4,4,Oklahoma State,68,2,Massachusetts,54,-2,1,4-2
1995,4,2,Arkansas,68,4,Virginia,61,2,0,4-2
1995,3,4,Virginia,67,1,Kansas,58,-3,1,4-1
1995,3,1,Kentucky,97,5,Arizona State,73,4,0,5-1
1995,3,2,Connecticut,99,3,Maryland,89,1,0,3-2
1995,3,2,Massachusetts,76,6,Tulsa,51,4,0,6-2
1995,3,1,UCLA,86,5,Mississippi State,67,4,0,5-1
1995,3,2,North Carolina,74,6,Georgetown,64,4,0,6-2
1995,3,2,Arkansas,96,6,Memphis,91,4,0,6-2
1995,3,4,Oklahoma State,71,1,Wake Forest,66,-3,1,4-1
1995,2,2,Connecticut,96,7,Cincinnati,91,5,0,7-2
1995,2,2,Massachusetts,75,10,Stanford,53,8,0,10-2
1995,2,1,Kansas,75,8,Western Kentucky,70,7,0,8-1
1995,2,2,Arkansas,96,7,Syracuse,94,5,0,7-2
1995,2,1,Kentucky,82,9,Tulane,60,8,0,9-1
1995,2,3,Maryland,82,11,Texas,68,8,0,11-3
1995,2,6,Tulsa,64,14,Old Dominion,52,8,0,14-6
1995,2,1,UCLA,75,8,Missouri,74,7,0,8-1
1995,2,6,Georgetown,53,14,Weber State,51,8,0,14-6
1995,2,5,Arizona State,64,13,Manhattan,54,8,0,13-5
1995,2,6,Memphis,75,3,Purdue,73,-3,1,6-3
1995,2,5,Mississippi State,78,4,Utah,64,-1,1,5-4
1995,2,2,North Carolina,73,7,Iowa State,51,5,0,7-2
1995,2,1,Wake Forest,64,9,St. Louis,59,8,0,9-1
1995,2,4,Oklahoma State,66,5,Alabama,52,1,0,5-4
1995,2,4,Virginia,60,12,Miami (Ohio),54,8,0,12-4
1995,1,7,Cincinnati,77,10,Temple,71,3,0,10-7
1995,1,2,Connecticut,100,15,Chattanooga,71,13,0,15-2
1995,1,2,Massachusetts,68,15,St. Peter's,51,13,0,15-2
1995,1,1,Kansas,82,16,Colgate,68,15,0,16-1
1995,1,7,Syracuse,96,10,Southern Illinois,92,3,0,10-7
1995,1,1,Kentucky,113,16,Mount St. Mary's,67,15,0,16-1
1995,1,3,Maryland,87,14,Gonzaga,63,11,0,14-3
1995,1,6,Tulsa,68,11,Illinois,62,5,0,11-6
1995,1,1,UCLA,92,16,Florida International,56,15,0,16-1
1995,1,3,Purdue,49,14,Green Bay,48,11,0,14-3
1995,1,2,Arkansas,79,15,Texas Southern,78,13,0,15-2
1995,1,12,Miami (Ohio),71,5,Arizona,62,-7,1,12-5
1995,1,4,Oklahoma State,73,13,Drexel,49,9,0,13-4
1995,1,6,Georgetown,68,11,Xavier,63,5,0,11-6
1995,1,5,Arizona State,81,12,Ball State,66,7,0,12-5
1995,1,14,Weber State,79,3,Michigan State,72,-11,1,14-3
1995,1,2,North Carolina,80,15,Murray St.,70,13,0,15-2
1995,1,8,Missouri,65,9,Indiana,60,1,0,9-8
1995,1,9,St. Louis,64,8,Minnesota,61,-1,1,9-8
1995,1,10,Stanford,70,7,Charlotte,68,-3,1,10-7
1995,1,6,Memphis,77,11,Louisville,56,5,0,11-6
1995,1,4,Utah,76,13,Long Beach State,64,9,0,13-4
1995,1,9,Tulane,76,8,Brigham Young,70,-1,1,9-8
1995,1,5,Mississippi State,65,12,Santa Clara,60,7,0,12-5
